id,Title,Content,Date,Permalink,"Image URL",Categories,"Author ID","Author Username"
139,"Greenlots &amp; Volvo team up for installation of first EV charging hub","Greenlots, a member of Shell Group, has reportedly announced that it has partnered with Volvo as part of its LIGHTS electric trucking project to install the first of four installations of heavy-duty fleet charging stations.

Both Greenlots and Volvo announced plans for installing the new infrastructure for fleet charging under a partnership with Volvo Trucks. The heavy-duty fleet electric vehicle (EV) charging installation is the first installation out of four pre-planned installations by the company for warehouses throughout Southern California. The new charging stations are specifically designed to be used by fleets to facilitate the use of heavy-duty electric trucks, such as those manufactured by Volvo Trucks, across Southern California.

Harmeet Singh, Chief Technology Officer, Greenlots, stated that heavy-duty fleets have distinct charging needs and characteristics. The SKY platform of Greenlots is created for scale and designed to deliver a charging solution to meet unique requirements of Volvo’s fleet and is enhanced for power and cost.

The very first installation in Fontana comprises of two fully operational 50kW DC fast charging stations along with plans to install an additional 150kW station in the coming weeks. Greenlots’ SKY Electric Vehicle Charging Network Software would manage the stations as well as permit centralized visibility of the electric trucks and charging stations. They have the capability to handle the demand these stations put on the local grid since it relates the use of the attached facility of warehouse as well as the requirements of the fleet.

The new installations are part of the larger Volvo LIGHTS (Low Impact Green Heavy Transport Solutions) project, which focuses on leveraging a mix of both private and public funding to level up charging of fleet for heavy vehicles in the upcoming years.

Initially the program was proposed to CARB (California Air Resources Board) as a possible solution to the emissions caused from the overload of heavy trucks flowing in and out of the Ports of Long Beach and Los Angeles to warehouses throughout the Los Angeles basin.

CARB in response to the proposal by Volvo, granted $44.8 million to the Volvo LIGHTS project to match the amount of funds, approximately $45.9 million, that Volvo would invest in the project.

Source credit: <a href=""https://cleantechnica.com/2020/02/12/shell-greenlots-install-first-heavy-duty-ev-charging-hub-in-fontana/"">https://cleantechnica.com/2020/02/12/shell-greenlots-install-first-heavy-duty-ev-charging-hub-in-fontana/</a>",2020-02-14,https://www.theresearchprocess.com/2020/02/14/greenlots-volvo-team-up-for-installation-of-first-ev-charging-hub/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/greenlots-volvo-team-up-for-installation-of-first-ev-charging-hub.png,"Automobile News",3,OmkarPatwardhan
142,"Wells Fargo &amp; Co to cut 700 jobs in Manila in a major tech overhaul","Wells Fargo &amp; Company, a California based financial services company, has reportedly announced plans to lay off around 700 workers in Manila and move some of their roles to India, where the firm already has about 12,000 tech workers.

Bloomberg, which was the first one to report about the eliminations of staff, also stated that the lender informed nearly 650 of its own tech workers in the U.S. that they would be required to move to a larger market in order to keep their jobs.

As per sources, the bank dismissed about 200 employees in its United States lending divisions back in 2019, as it responded to business trends and reorganized some units.

Wells Fargo last month registered a 55% drop in its Q4 quarter profit, since the new boss, Charles Scharf, set aside approximately $1.5 billion for legal costs associated with its recent sales scandal.

Banks have been combining technology operations, shutting down sites often, to increase efficiency and cut costs. Goldman Sachs Group Inc., a renowned U.S. based investment bank and financial services company, has reportedly stated that some jobs would shift to campuses in London as well as in Bengaluru, India. Bank of America Corporation also stated that it had concentrated its servers from 67 sites into 23 data centers.

Based on the latest announcement, the tech workforce of Wells Fargo in Manilla would fall to about 50 from over 750.

<strong>About Wells Fargo &amp; Co:</strong>

Wells Fargo &amp; Company is a California based multinational financial services company, with central offices across U.S. The firm’s vision is to meet its customer’s financial requirements as well as help them succeed financially. It provides investment, banking, consumer and commercial finance as well as mortgage products and services across 8,050 locations, approximately 13,000 ATMs, mobile banking, and internet.

The firm operates from the segments such as Wholesale Banking, Wealth &amp; Investment Management, Community Banking, and others. Wells Fargo caters to the financial needs of one in three households in the U.S., having nearly 265,000 team members.

&nbsp;

Source credit: <a href=""https://www.reuters.com/article/us-wells-fargo-layoffs-philippines/wells-fargo-to-eliminate-about-700-jobs-in-manila-idUSKBN20805D"">https://www.reuters.com/article/us-wells-fargo-layoffs-philippines/wells-fargo-to-eliminate-about-700-jobs-in-manila-idUSKBN20805D</a>",2020-02-14,https://www.theresearchprocess.com/2020/02/14/wells-fargo-co-to-cut-700-jobs-in-manila-in-a-major-tech-overhaul/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/wells-fargo-co-to-cut-700-jobs-in-manila-in-a-major-tech-overhaul.jpg,"Finance News",3,OmkarPatwardhan
145,"Apple to reopen five stores in Beijing for limited hours on 14th Feb","Amidst the ongoing concerns over coronavirus outbreak, Apple comes as a bearer of good news for Chinese tech space as it plans to reopen five of its Beijing stores. These are the very first stores to be reopened since Apple choose to close all its retail stores in China; however, this news comes with a pinch of salt as these five stores would only be open for limited hours.

According to reliable sources, these five stores include Apple Mall China, Sanlitun, Wangfujing, Xidan Joy City, and Chaoyang Joy City, which are likely to reopen on the 14th from 11 AM to 6 PM. Before the outbreak, these stores used to operate from 10 AM to 10 PM.

As of now, Apple hasn’t cleared the air on reopening its remaining retail stores in China, while it plans to reopen these five stores in Beijing stores.

Reportedly, coronavirus, which is scientifically named COVID-19, has amped up its death toll to 1,370 while 60,000 patients are placed under confirmed cases. The World Health Organization has even declared it as a global public health emergency, with the American state department releasing a travel advisory as airlines independently slash the number of flights to China.

As an aftermath of this incident, organizers were forced to cancel key events like MWC 2020 over the last few weeks.

In other news, <a href=""https://www.theverge.com/2020/2/13/21136730/youtube-tv-ending-apple-app-store-in-app-subscription"">YouTube TV</a> is planning to pull the plug on Apple devices as it decides to end its subscription revenue sharing alliance with Apple. Previously, YouTube TV had stopped taking new signups from iPhone's and iPad’s in-app subscriptions, but now the entertainment platform has ended all ties with Apple.

As a matter of fact, YouTube is sending emails to YouTube TV users, stating its intention to shut down support for in-app payments entirely in March. As a result, Apple users would have to subscribe through a web browser.

Meanwhile, other popular services, like Spotify, are also following the same trend by restricting new subscriptions via in-app purchases. However, Spotify still allows its existing users to continue their subscription through Apple devices.

Source Credit: <a href=""https://www.theverge.com/2020/2/13/21136648/apple-beijing-stores-reopen-february-14th-limited-hours-coronavirus"">https://www.theverge.com/2020/2/13/21136648/apple-beijing-stores-reopen-february-14th-limited-hours-coronavirus</a>",2020-02-15,https://www.theresearchprocess.com/2020/02/15/apple-to-reopen-five-stores-in-beijing-for-limited-hours-on-14th-feb/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/apple-to-reopen-five-stores-in-beijing-for-limited-hours-on-14th-feb.jpg,"Business News",2,SaloniWalimbe
149,"LeddarTech &amp; Renesas to exhibit LiDAR tech at AV20 Silicon Valley","<ul>
 	<li><strong>The conference is expected to take place from February 26-28 at The Pullman San Francisco Bay</strong></li>
 	<li><strong>LeddarTech and Renesas to jointly exhibit award-winning Leddar Pixell at the exhibition</strong></li>
</ul>
A market leader in LiDAR technology, LeddarTech has announced collaborating with its Ecosystem partner Renesas Electronics to put forth its award winning invention, Leddar Pixell at the AV20 Silicon Valley Conference at The Pullman San Francisco Bay from 26<sup>th</sup> to 28<sup>th</sup> February 2020.

The conference has been claimed to be a premier exchange for industry leaders, customers, engineers, solution providers, and academia to share, learn, and connect on the current roadblocks, innovative developments, regulations reform, and future trends in the industry.

The companies have come together to showcase Leddar’s groundbreaking invention in LiDAR which is a 3D solid state cocoon LiDAR designed for autonomous shuttles, delivery vehicles and robotaxis. Leddar Pixell constitutes of LCA2 LeddarEngine, which is apparently the reason for the collaboration of LeddarTech and Renesas Electronics.

Both the companies have been immensely working closely for the design and development of the LCA2 SoC, which when merged with LeddarSP signal processing library would create LCA2 LeddarEngine, that sets the standard for design of customizable and integrated solid state LiDAR solutions.

The LeddarEngine has been built to suit the ADAs and AV applications for passenger car and mobility markets.

It has been claimed that Renesas, in addition to LeddarTech’s technologies, would showcase R-Car V3H SoC that offers a combination of high computer vision performance and artificial intelligence processing at comparatively low power levels. Moreover, it would provide an optimized embedded solution for automotive front cameras in autonomous vehicles combined with LiDAR Obstacle Detection Software.

Speaking on the collaboration and exhibition, the VP of Product Management at LeddarTech, Michael Poulin reportedly quoted that Renesas has been a potential strategic partner of the company for several years now and it is pleased to continue to build on the partnership again for AV20 Conference. He further adds that LeddarTech looks forward to demonstrating its latest products at the event.

Meanwhile, Tomomitsu Maoka, the Senior VP, Deputy General Manager of Automotive Solution Business Unit at Renesas cited that LeddarTech is a globally renowned company operating in LiDAR technology and Renesas looks forward to continuing its relationship with the company to develop even more ADAS and AD vehicles worldwide.

&nbsp;

Source credit: <a href=""https://leddartech.com/leddartech-joins-ecosystem-partner-renesas-electronics-exhibit-lidar-technology-av20-silicon-valley-february-26-28/"">https://leddartech.com/leddartech-joins-ecosystem-partner-renesas-electronics-exhibit-lidar-technology-av20-silicon-valley-february-26-28/</a>",2020-02-17,https://www.theresearchprocess.com/2020/02/17/leddartech-renesas-to-exhibit-lidar-tech-at-av20-silicon-valley/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/leddartech-renesas-to-exhibit-lidar-tech-at-av20-silicon-valley.jpg,"Technology News",3,OmkarPatwardhan
152,"Rio Tinto set to build its first solar plant in WA worth $98 million","<ul>
 	<li><strong>The solar plant in Western Australia is being built to power the iron ore mine</strong></li>
 	<li><strong>A projected 100,000 panels covering area of 105 hectares will be deployed</strong></li>
</ul>
Rio Tinto has given a green signal to the $98 million (hundred percent basis) new solar plant at the Koodaideri iron ore development in the Pilbara, Australia, along with a lithium-ion battery energy storage system to help boost its Pilbara power network.

Reportedly, the 34-megawatt solar photovoltaic plant will supply 65% of the average electricity demand of the mine and all the electricity demand of Koodaideri at the time of peak solar power generation.

The first company-owned solar facility of Rio Tinto is expected to comprise of a projected 100,000 panels, spanning an area of 105 hectares. Subject to government approval, the construction is slated to start in the tail-end of 2020 and is expected to be completed in 2021.

Rio Tinto also contemplates building a 12MWh battery energy storage system in Tom Price which will supply spinning reserve generating capacity to underpin a reliable and stable network.

According to reports, the battery and solar plant are projected to reduce annual carbon dioxide emissions by around 90,000 tons in comparison with conventional gas-powered generation, akin to taking around 28,000 cars off the road.

Chris Salisbury, CEO of Rio Tinto Iron Ore stated that the construction of the first solar plant in WA is a cornerstone in the business’s aim at curbing carbon footprint in the Australian shores.

Building on the 43% reduction in absolute greenhouse gas emissions since 2008, Salisbury opined that they are leaving no stones unturned in a quest to find renewable energy options in the Pilbara and seek other options to curb emissions across the global portfolio.

Apparently, Rio Tinto is gearing to give a whole new definition to the new emissions-reducing targets from 2020, as they foray into a lower carbon space.

&nbsp;

<strong>Source credit: </strong><a href=""https://finance.yahoo.com/news/rio-tinto-build-first-solar-230300992.html"">https://finance.yahoo.com/news/rio-tinto-build-first-solar-230300992.html</a>",2020-02-17,https://www.theresearchprocess.com/2020/02/17/rio-tinto-set-to-build-its-first-solar-plant-in-wa-worth-98-million/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/rio-tinto-set-to-build-its-first-solar-plant-in-wa-worth-98-million.jpg,"General News",2,SaloniWalimbe
155,"Altium transforms PCB design sharing platform with A365 Viewer","Altium Ltd., a U.S. based software company that pioneers in PCB design software, has recently launched a new cloud-based solution, dubbed A365 Viewer, that transforms the process of sharing printed circuit board designs among part suppliers, manufacturers, and designers.

As per reports, the application, which is powered by the Altium 365 cloud platform, is an advanced and innovative way to share and view electronic designs on any phone, tablet or web-enabled desktop through a browser.

Meanwhile, PCB layout, 3D visualization, and schematics offer a sophisticated eCAD experience without the need for installations or downloads. Reportedly, the A365 Viewer comes as part of the company’s newly revealed Altium 365 cloud platform and cloud strategy.

With the introduction of the A365 Viewer, designers all over the world will not be reliant on using static images or PDFs to share their PCB designs. Moreover, it platform would deliver an interactive experience that also manages to retain the main relevant information which is usually lost while transferring a static file.

Apart from this, users wouldn’t require CAD tools or experience for operating on the A365 Viewer. It is developed to easily operate with diverse eCAD formats, currently supporting Altium Designer™ and Autodesk® Eagle™. As for other prominent PCB design software formats, the platform would support them in the upcoming update.

Adding on Altium 365 Viewer’s experience, Fabio Violante, CEO of Arduino, said that implementing the Altium 365 Viewer has substantially improved user experience while browsing through its product documentation page. Arduino's users can now seamlessly browse PCB layout, Arduino boards’ 3D models and schematics online, without installing or downloading additional files.

Prior to this news, Altium had made headlines when it introduced the latest version of its most powerful PCB design software, <a href=""https://www.altium.com/company/newsroom/press-releases/altium-routes-path-future-pcb-design-altium-designer-20"">Altium Designer 20</a>. In this update, the application improves on the design experience with a high-speed design, improved interactive router capabilities and quicker schematic editor.

Source Credit: <a href=""https://apnews.com/Business%20Wire/2125626de8a140aea634010bb2e74efc"">https://apnews.com/Business%20Wire/2125626de8a140aea634010bb2e74efc</a>",2020-02-18,https://www.theresearchprocess.com/2020/02/18/altium-transforms-pcb-design-sharing-platform-with-a365-viewer/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/altium-transforms-pcb-design-sharing-platform-with-a365-viewer.jpg,"Technology News",3,OmkarPatwardhan
158,"General Motors announces closure of its Holden unit in Australia","U.S. auto giant, General Motors has recently announced that it will be pulling the plug on its Australian Holden division. Holden played a special role in creating cult classics like Pontiac G8, Chevrolet SS, and Pontiac GTO.

This decision, which some experts had already foreseen, comes just after GM had shut down its locally producing automobiles in Australia. The 160-year-old automaker is renowned for creating its special lineup of icons like the Sandman, Monaro, the Commodore, and the ute.

Reportedly, General Motors issued a formal statement revealing that the decision to cut off Holden was in line to boost the transformation of global markets. In simple terms, the automaker is planning to withdraw its presence from the right-hand drive markets.

By closing Holden, GM would also end its business in New Zealand. Moreover, it is also planning to pull Chevrolet from Thailand, a prominent right-hand-drive market.

Speaking on the move, Mary Barra, Chairman and CEO, GM, said that in hard times the company has to overhaul its strategic plan and restructure its international operations. This move would help it focus on those markets where it has right strategies to record commendable returns.

Moreover, the company is planning to prioritize its global investments towards the growth of electric vehicle segments and self-driving cars.

Meanwhile, for Holden, it would go down as a street legend in the pages of Australian automotive history, as GM closes its Melbourne-based design center, winds down its financial services and closes the doors of its local Lang Lang engineering center and proving grounds.

However, all warranties and future recall-related activities would be honored by the after-sales network. In addition to this, a “specialty vehicle business” of GM would stay in Australia, fulfilling the import demands for mid-engine Corvette and Chevy Camaro.

Source Credit: <a href=""https://www.cnet.com/roadshow/news/general-motors-holden-sales-design-engineering-end/"">https://www.cnet.com/roadshow/news/general-motors-holden-sales-design-engineering-end/</a>",2020-02-18,https://www.theresearchprocess.com/2020/02/18/general-motors-announces-closure-of-its-holden-unit-in-australia/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/general-motors-announces-closure-of-its-holden-unit-in-australia.png,"Automobile News",2,SaloniWalimbe
161,"BitGo buys Harbor to expand into digital securities industry","BitGo, a leading provider of blockchain financial services, has reportedly announced the acquisition of Harbor, a security token platform known for a failed bid to provide tokenized shares of a high raised building located in South Carolina.

As per the reports by the company, the subsidiaries of Harbor, including a broker-dealer monitored by the Financial Industry Regulatory Authority as well as a transfer agent managed by the Securities and Exchange Commission, are also included in the takeover. The move permits BitGo to extend its services from custody, thereby becoming full-fledged service provider across the digital securities space as stated by BitGo CEO.

Mike Belshe, CEO, BitGo, stated that the acquisition basically allows BitGo to reinvent all parts of the conventional financial system, BitGo being a licensed custodian through the South Dakota Division of Banking.

Belshe further stated that the acquisition indicates the first time a single firm in the cryptocurrency spectrum holds a broker-dealer, qualified custodian and transfer agent licenses.

Qualified curators could store securities on behalf of clients, which includes institutions, also broker-dealer could trade these securities for clients or for themselves. The transfer agents act as mediators that further help record transactions, among other duties.

As stated by Belshe, the company carries out nearly $15 billion in transactions every month, which also includes international clients.

An exact roadmap has not been created, the firm would add products and services of Harbor under the acquisition.

The sale marks a defining point for Harbor, which was initially set out to help other companies in issuing security tokens before focusing on enabling the tokenization of current securities. The firm created Ethereum tokens, back in 2019, constituting shares of four real estate funds worth $100 million.

Through not specified, BitGo also plans on extending the number of assets it supports, basically with security tokens.

&nbsp;

Source credit: <a href=""https://www.coindesk.com/bitgo-acquires-harbor-in-surprise-expansion-beyond-crypto-custody"">https://www.coindesk.com/bitgo-acquires-harbor-in-surprise-expansion-beyond-crypto-custody</a>",2020-02-19,https://www.theresearchprocess.com/2020/02/19/bitgo-buys-harbor-to-expand-into-digital-securities-industry/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/bitgo-buys-harbor-to-expand-into-digital-securities-industry.jpg,"Finance News",3,OmkarPatwardhan
164,"Samsung Display commercializes UTG for foldable Galaxy Z Flip display","Samsung Display, a leading display screens provider, has recently commercialized UTG (ultra-thin glass) technology for foldable smartphones, to accommodate evolving user demands. Samsung, whose UTG technology has been branded as “Tough, yet Tender”, is the first in the industry to undertake such an endeavor.

The Korean tech giant had been consistently working on commercializing UTG in collaboration with a fellow Korean company since 2013, to develop a material which protects display screens from scratches and scuffs.

The UTG cover, with thickness of only 30 micrometers, has been mass-produced by the company and is claimed to be more durable and scratch-resistant than conventional cover window panels. In the intensifying process of producing the durable and flexible UTG, the glass has been injected with a special material up to a certain undisclosed depth to ensure consistent hardness.

According to Samsung Display’s VP of the mobile display marketing team, Dennis Choi, the company is addressing the customers’ growing needs and demands by introducing its recent flexible Samsung UTG to the existing cover window portfolio, which includes polyamide cover window. This introduction of a revolutionary new manufacturing alternative has highlighted the business practices of the South Korean firm and its dedication to achieving manufacturing excellence and technological advancement.

Samsung flexible UTG has been created for use as a cover window in the Galaxy Z flip, which is Samsung’s new foldable smartphone. It features a surface with sleek texture, supple hardness, and uniform shape. The company also has plans to use the UTG in other foldable electronic devices as and when demand arises.

Samsung UTG was assessed through 200,000-fold tests and has been certified as durable, simulating reliability of extreme lifetime use by Bureau Veritas, an international certification agency, under the commission of Samsung Display. Additionally, the company has been focusing on safeguarding Samsung UTG and its existing polyimide cover window from counterfeiting and infringement by filing for trademark protection in 38 countries, which include China, the U.S., and most of the European Union.

Source credit:

<a href=""https://ind01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.streetinsider.com%2FBusiness%2BWire%2F%25C2%25A0Samsung%2BDisplay%2BIntroduces%2BFoldable%2BDisplay%2Bwith%2BEasily%2BBendable%252C%2BUltra-thin%2BGlass%2F16491583.html&amp;data=02%7C01%7Ctete.heigrujam%40gminsights.com%7C9cdd2353104041873a1708d7b4f98316%7Cef007a38e1724155984ec22dcc9db389%7C0%7C0%7C637176856043915064&amp;sdata=fb3o8hLonuVI8COdTT0INISSTQna4Q3QJaTEf8%2FaN44%3D&amp;reserved=0"">https://www.streetinsider.com/Business+Wire/%C2%A0Samsung+Display+Introduces+Foldable+Display+with+Easily+Bendable%2C+Ultra-thin+Glass/16491583.html</a>",2020-02-19,https://www.theresearchprocess.com/2020/02/19/samsung-display-commercializes-utg-for-foldable-galaxy-z-flip-display/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/samsung-display-commercializes-utg-for-foldable-galaxy-z-flip-display.jpg,"Technology News",3,OmkarPatwardhan
167,"Twitter acquires California-based stories template maker Chroma Labs","<ul>
 	<li><strong>Chroma Stories is a supplementary app that allows users to fill in sleek and stylish layout templates and frames on Facebook, Instagram, and Snapchat.</strong></li>
 	<li><strong>As long as the app is installed on the phone, users will be able to create stories provided there’s no change in a future iOS update.</strong></li>
</ul>
Twitter has recently acquired California-based Chroma labs, the company behind the Chroma stories app. <a href=""https://twitter.com/Chroma_Labs/status/1229889615957504010"">Chroma Labs tweeted</a> that it was shutting down its business ‘effective immediately’ in light of the acquisition. As long as the app is installed on the phone, users will be able to create stories provided there’s no change in a future iOS update.

For the uninitiated, Chroma Stories is a supplementary app that allows users to fill in sleek and stylish layout templates and frames for posting stories and collages on Facebook, Instagram and Snapchat. Kayvon Beykpour, Product lead at Twitter, expressed his delight on twitter and was quoted welcoming team of Chroma Labs.

The team includes co-creator of Chroma Stories and inventor of Instagram “Boomerang” John Barnett; Chroma Labs co-founder and a product design manager on Facebook’s Augmented Reality team Joshua C. Harris; and engineer manager on Facebook Photos and Instagram Stories Alex Li.

Beykpour stated on his tweet that the team will join the product, design, and engineering teams of Twitter to provide people more creative ways to express themselves on Twitter.

Twitter could be looking at its own variation of stories, or it may add more visual options to ameliorate the tweet presentation following the Chroma crew joining Twitter. Twitter stories could possibly be a breakthrough event as the platform is one of the few without a stories option.

<strong>About Twitter</strong>

Already home for real-time updates, Twitter is gearing to add Stories feed. Twitter is embracing a philanthropic mission to take the company to a new level through direct civic engagement, charitable contributions and employee volunteerism.

<strong>Source credit:</strong>

<a href=""https://www.engadget.com/2020/02/19/twitter-acquires-stories-photo-and-video-editor-maker-chroma-lab/"">https://www.engadget.com/2020/02/19/twitter-acquires-stories-photo-and-video-editor-maker-chroma-lab/</a>",2020-02-20,https://www.theresearchprocess.com/2020/02/20/twitter-acquires-california-based-stories-template-maker-chroma-labs/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/twitter-acquires-california-based-stories-template-maker-chroma-labs.png,"Business News",3,OmkarPatwardhan
170,"Google Cloud announces acquisition of Cornerstone Technology","Google Cloud has reportedly acquired technology solution provider, Cornerstone Technology, to help users migrate their mainframe data. For the record, Cornerstone Technology helps organizations to migrate mainframe data through a highly automated process. The company helps clients to convert databases and languages to prepare applications for advanced environments.

Howard Weale, Director of Enterprise Transformation Practice, Google Cloud, said that as the industry is building applications as a set of services, most of the clients are inclined towards breaking their mainframe programs into either Java microservices or Java monoliths. This approach for application modernization is the core of the Cornerstone toolset.

Weale added that with automated processes, Cornerstone’s tools could break down PL/1, Assembler or Cobol programs into services and later make them cloud-native, such as within a containerized, managed environment.

Reportedly, this deal is one of a series of acquisitions Google has completed in recent years to help consumers to migrate to the Cloud. In the previous year, Google acquired the data migration startup company, Alooma and CloudSimple, a software company that lets clients run and migrate VMware workloads natively in public clouds.

In the year 2018, Google purchased Velostrata to empower enterprise customers to transfer large-scale VM systems and workloads.

Whilst mainframes are still considered to power critical workloads, moving them to the cloud is extremely complex task for enterprises. Cornerstone is taking proactive steps to cater to this issue of enterprise clients.

Recently, Google also announced support for IBM Power Systems in its Cloud. This move would help IBM to move their legacy systems into the Cloud. Earlier this year, the company introduced premium support services and has created new partnerships with cybersecurity firms. Google recently revealed that its cloud business has hit a mark of USD10 billion annual revenue run rate.

Source Credit- <a href=""https://www.zdnet.com/article/google-acquires-cornerstone-technology-for-mainframe-migration/"">https://www.zdnet.com/article/google-acquires-cornerstone-technology-for-mainframe-migration/</a>",2020-02-20,https://www.theresearchprocess.com/2020/02/20/google-cloud-announces-acquisition-of-cornerstone-technology/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/google-cloud-announces-acquisition-of-cornerstone-technology.jpg,"Technology News",3,OmkarPatwardhan
174,"Forte Biosciences partners with Tocagen to advance clinical studies","Forte Biosciences, Inc., a biotechnology company developing a live biotherapeutic for treating inflammatory skin diseases, has reportedly inked a definitive merger agreement with Tocagen Inc. Under the terms of the agreement, Tocagen will be merged with Forte in an all-stock transaction.

Moreover, the merged firm will be focusing on advancing Forte's clinical studies in inflammatory skin diseases, comprising atopic dermatitis. After stake stockholder approval, the joint company is also anticipated to operate under the brand name Forte Biosciences and trade on the Nasdaq Capital Market with the ticker symbol FBRX.

Paul Wagner, CEO and President, Forte, said that this merger helps the company to become a global frontrunner in inflammatory skin diseases with the financing required to advance its pipeline towards regulatory authorization and commercial launch.

Wagner added that the company’s advisors and team are committed to providing novel treatment options, specifically for pediatrics with atopic dermatitis, for which only a few treatment options exist. Forte is looking forward to delivering novel treatment options for atopic dermatitis with this merger.

Marty J. Duvall, CEO of Tocagen, said that after a comprehensive review of strategic alternatives, the company believes that this merger is in the best interest of Tocagen’s shareholders and has the potential to offer immediate as well as long-term value to the stockholders.

Duvall added that the dedication and strength of the Forte leadership team, integrated with their extremely differentiated technology platform and passionate assistance from top clinicians, offers a powerful foundation for future success for the company’s stakeholders.

Reportedly, an investor syndicate that consists of BVF Partners LP, Alger, and OrbiMed have inked security purchase agreement to invest USD 14 million in the joint company, subject to customary conditions.

Sources cite that this funding would help the joint company to advance clinical programs, including lead asset FB-401, and is projected to close instantly preceding to the completion of this merger. The overall cash balance of the joint company following the closing of the financing and merger is expected to be around USD 25 million.

Source Credit - <a href=""https://www.prnewswire.com/news-releases/tocagen-and-forte-biosciences-announce-merger-301008033.html"">https://www.prnewswire.com/news-releases/tocagen-and-forte-biosciences-announce-merger-301008033.html</a>",2020-02-21,https://www.theresearchprocess.com/2020/02/21/forte-biosciences-partners-with-tocagen-to-advance-clinical-studies/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/forte-biosciences-partners-with-tocagen-to-advance-clinical-studies.jpg,"Business News",2,SaloniWalimbe
178,"Aeris unveils Asset Assurance Platform offering on-demand visibility","<ul>
 	<li><strong>The platform will be helping lending and auto financing firms by tracking the moving assets</strong></li>
 	<li><strong>It will help locate and retrieve a vehicle when stolen, will allow to disable it remotely</strong></li>
</ul>
Aeris Communications, the provider of Internet of Things (IoT), recently launched an Asset Assurance Platform’ for lending and auto financing firms, along with the businesses who use third party fleet services for both their distribution and logistics requirements.

Apparently, the platform will be providing on-demand visibility of all the moving assets by tracking both their utilization history and location. It will help locate a vehicle if it gets stolen while allowing to disable IoT powered assets and helping in retrieving it.

Aeris Communications’ Global Chairman and CEO, Marc Jones stated that the company had been initially focusing on the insurance and finance industry and a way to help them in financing the high-value assets. Recent times have witnessed a high number of repossession losses for most commercial vehicles. Asset repossession has become a major consideration for all the financers across the automotive sector considering the secured nature of lending.

Despite the ongoing slowdown within the auto industry, Jones is convinced that industry will change its course in the long term. The CEO further added that as the firm has finished its significant expansion of its Noida office, Aeris Communications has been actively building and hiring in India. It has proven to be a critical component of its global strategy.

President of Aeris India, Rishi Bhatnagar said that the Asset Assurance Platform of the company has begun onboarding auto financing, insurance, and leasing companies, as well as service leading OEMs as the company’s clients in Africa, India and APAC region.

The platform has delivered benefits in repossession and complete asset protection to over a dozen of Aeris’ clients and proving the company’s capability to be able to deliver distinct and comprehensive IoT solutions for the BFSI sector.

Aeris has announced its joint venture with Volkswagen Group of America and Ventic LLC for the operations and development of vehicle platform technologies.

&nbsp;

Source Credit- <a href=""https://auto.economictimes.indiatimes.com/news/auto-finance/aeris-launches-asset-protection-iot-platform-for-auto-financing-and-lending-companies/74234951"">https://auto.economictimes.indiatimes.com/news/auto-finance/aeris-launches-asset-protection-iot-platform-for-auto-financing-and-lending-companies/74234951</a>",2020-02-22,https://www.theresearchprocess.com/2020/02/22/aeris-unveils-asset-assurance-platform-offering-on-demand-visibility/,https://www.theresearchprocess.com/wp-content/uploads/2020/02/aeris-unveils-asset-assurance-platform-offering-on-demand-visibility.jpg,"Finance News",3,OmkarPatwardhan
